ID;Country;Latitude;Longitude;Page;Battle;Year;Participants;War;Winner;Loser;Participant 1;Participant 2;Lehmann Zhukov Scale;Theatre;Polygon;Massacre;Alternative Sources Consulted;Infered Scale;Minor
Cauldron1942;Libya;32.4687782;22.5747606;213;Cauldron;1942;['Northern Africa', 'British', 'Gazala'];['World War II'];Germany;United Kingdom;;;;Land;;No;;;
Caulks Field1814;United States;39.206045;-76.2002064;214;Caulks Field;1814;['British'];War of 1812;United States;United Kingdom;;;1;Land;;No;Encyclopedia of Warfrae, Showalter, 2014, p575;;
Cawnpore (1st)1857;India;26.449923;80.3318736;214;Cawnpore (1st);1857;['Indian', 'Allahabad'];Indian Mutiny;Indian Rebels;United Kingdom;;;1;Land;;Battle followed by massacre;Encyclopedia of Warfare, Showalter, 2014, p659;;
Cawnpore (2nd)1857;India;26.449923;80.3318736;214;Cawnpore (2nd);1857;['Indian', 'Allahabad', 'Fatehpur', 'Aong', 'European'];Indian Mutiny;United Kingdom;Indian Rebels;;;2;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p61;;
Cawnpore (3rd)1857;India;26.449923;80.3318736;214;Cawnpore (3rd);1857;['Indian', 'Lucknow'];Indian Mutiny;Indian Rebels;United Kingdom;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p662;;
Cawnpore (4th)1857;India;26.449923;80.3318736;214;Cawnpore (4th);1857;['Indian', 'British'];Indian Mutiny;United Kingdom;Indian Rebels;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p662;;
Cayenne1809;French Guiana;4.92242;-52.3134531;214;Cayenne;1809;['Napoleonic', 'British', 'Portuguese', 'Brazil', 'French', 'Cayenne', 'Cayenne', 'French', 'Portuguese'];Napoleonic Wars (5th Coalition);United Kingdom, Portugal;France;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p545. Scale inferred from rank of Portuguese commanding officer and verbal description of French garrison;1;
Cazal Novo1811;Portugal;40.046429;-8.187226;214;Cazal Novo;1811;Napoleonic Wars (5th Coalition);Napoleonic Wars (Peninsula Campaign);France;United Kingdom;;;;Land;;No;;;
Cecora1620;Ukraine;48.3387002;27.8137289;215;Cecora;1620;['Polish', 'Jassy', 'Moldavian', 'Polish', 'Polish', 'Turks'];Polish-Turkish Wars;Ottoman Empire;Poland;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p54;;
Cedar Bluff1863;United States;34.2217536;-85.6309779;Clodfelter, p282;Cedar Bluff;1863;;American Civil War;Confederate States of America;United States;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p283;;
Cedar Canyon1864;United States;37.9061269;-105.655711;215;Cedar Canyon;1864;['Arapaho', 'Indian', 'Colorado', 'Cheyenne'];Cheyenne-Arapaho Indian War;United States;Cheyenne;;;1;Land;;Yes;;1;1
Cedar Creek1864;United States;39.0166603;-78.2982267;215;Cedar Creek;1864;['American', 'Virginia', 'Waynesboro'];American Civil War;United States;Confederate States of America;;;3;Land;;No;https://www.battlefields.org/learn/civil-war/battles/cedar-creek;;
Cedar Mountain1862;United States;38.354585;-78.1367811;215;Cedar Mountain;1862;['American', 'Richmond', 'Virginia', 'Culpeper'];American Civil War;Confederate States of America;United States;;;2;Land;;No;https://www.battlefields.org/learn/civil-war/battles/cedar-mountain;;
Cedarville1864;United States;38.9770696;-78.1929214;215;Cedarville;1864;['Petersburg', 'Virginia'];American Civil War;Draw;;United States;Confederate States of America;;Land;;No;;;
Cedynia972;Poland;52.87925;14.20222;215;Cedynia;972;['Polish-German', 'Poland', 'Pomerania', 'Cedynia', 'Polish', 'Berlin'];Polish German Wars;Poland;Germany;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p197;;
Celaya1915;Mexico;20.5279612;-100.8112885;215;Celaya;1915;['Mexican', 'Celaya', 'Queretaro', 'Mexican', 'Trinidad'];Mexican Revolution;Constitutionalists;Conventionalists;;;3;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p751; Clodfelter, Warfare and Armed Connflict, p375";;
Cembra1796;Italy;46.1755494;11.2176719;Clodfelter, p98;Cembra;1796;;French Revolutionary Wars (1st Coalition);Habsburg Empire;France;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p98;;
Cempoala1520;Mexico;19.447645;-96.4044083;216;Cempoala;1520;['Spanish', 'Mexico', 'Aztec', 'Cuba', 'Cempoala', 'Tenochtitlan'];Spanish Conquest of Mexico;Hernan Cortes;Panfilo de Narvaez;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p31;;1
Central Henan1944;China;34.6559539;112.308073;216;Central Henan;1944;['China', 'Japanese', 'Zhengzhou', 'Luoyang', 'Changsha'];['World War II'];Japan;China;;;4;Land;;No;Clodfelter, Warfare and Armed Conflict, p366;;
Cepeda1820;Argentina;-33.3966828;-60.6229774;216;Cepeda;1820;['Argentine', 'Unitarians', 'Argentine', 'Cepeda'];Argentine Civil Wars;Argentinian Federalists;Argentinian Unitarists;;;;Land;;No;;;
Cepeda1859;Argentina;-33.3966828;-60.6229774;216;Cepeda;1859;['Argentine', 'Argentina', 'Cepeda'];Argentine Civil Wars;Argentine Government;Argentine Porteno Forces;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p316;;
Cephisus1311;Greece;39.1704571;20.2851193;216;Cephisus;1311;['Catalan', 'Spanish', 'Byzantine', 'Aprus', 'Greece', 'Athens', 'French', 'Catalans', 'Athens'];Wars of the Catalan Company;Catalan Grand Company;French Kingdom of Athens;;;2;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p264; Hutchinson's Dictionary of Ancient and Medieval Warfare, ""Kephissus, Battle of""";;
Cer1914;France;44.6033477;19.4845785;216;Cer;1914;['Austrian', 'Serbia', 'Belgrade', 'Serbian', 'Serbian', 'Austrians', 'Drina'];['World War'];Serbia;Austria;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p412;;
Cerami1063;Italy;37.8094607;14.5081812;216;Cerami;1063;['Sicily', 'Troina', 'Muslim', 'Cerami', 'Muslims', 'Normans', 'Sicily'];Norman Conquest of Southern Italy;Normans;Muslims;;;;Land;;No;;;
Ceresole1544;Italy;44.8191805;7.6774072;216;Ceresole;1544;['Habsburg', 'Valois', 'French', 'Turin', 'Italian', 'Vasto', 'Germans', 'Vasto'];4th Habsburg-Valois War;France, Switzerland;Spain, Italy, German Landsknechte;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p316;;
Cerignola1503;Italy;41.2656157;15.8936429;217;Cerignola;1503;['France', 'Spain', 'Spanish', 'Naples', 'Spain'];Italian War of Louis XII;Spain;France;;;3;Land;;No;A Global Chronology of Conflict, Spencer Tucker, Vol 2, p477;;
Cerquin1539;Honduras;14.15;-88.3666667;217;Cerquin;1539;['Spanish', 'Honduras', 'Spain', 'Honduras'];Spanish Conquest of Honduras;Spain;Lenca Indians;;;;Land;;Battle followed by massacre;;;
Cerrito1812;Uruguay;-34.8492653;-56.1877836;217;Cerrito;1812;['Spanish'];Argentine War of Independence;Argentine Rebels;Spain;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p561;;
Cerro Cora1870;Paraguay;-22.652411;-56.0254918;217;Cerro Cora;1870;['Piribebuy', 'Paraguay', 'Brazilian'];War of the Triple Alliance;Brazil;Paraguay;;;2;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p627; Clodfelter, Warfare and Armed Conflict, p322";;
Cerro de Pasco1862;Peru;-10.6776695;-76.2612763;217;Cerro de Pasco;1862;['Callao', 'Spanish'];Peruvian War of Independence;Peruvian Rebels;Spain;;;;Land;;No;;;
Cerro Gordo1847;Mexico;19.5693514;-96.657288;217;Cerro Gordo;1847;['Cerro Gordo', 'Mexico City', 'Mexican', 'Scotts', 'Mexicans'];American-Mexican War;United States;Mexico;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p649;;
Cerro Grande1859;Paraguay;-29.9397215;-71.2326437;218;Cerro Grande;1859;['Chilean', 'Chilean', 'La Serena'];2nd Chilean Liberal Revolt;Chile;Chilean Liberal Rebels;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p325;;
Cerro Porteno1811;Paraguay;-25.2996126;-57.640046;218;Cerro Porteno;1811;['Spain', 'Paraguari', 'Spanish', 'Tacauri'];Argentine War of Independence;Paraguay;Argentina;;;;Land;;No;;;
Cesenatico1815;Italy;44.1957722;12.3609868;Showalter, p559;Cesenatico;1815;;Napoleonic Wars (100 Days Campaign);Habsburg Empire;Kingdom of Naples;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p559;;
Cesis1919;Latvia;57.308611;25.2668719;218;Cesis;1919;['Estonia', 'Estonian', 'Latvia', 'German', 'Riga', 'Laidoner', 'Cesis', 'Estonia', 'Russia', 'Narva'];Estonian War of Independence;Estonia;Germany;;;;Land;;No;;;
Ceuta1415;Spain;35.8893874;-5.3213455;218;Ceuta;1415;['Portuguese', 'North Africa', 'Portugal', 'Muslim', 'Ceuta', 'Arab'];Portuguese Colonial Wars in North Africa;Portugal;Muslims;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p265;;
Ceuta1720;Spain;35.8893874;-5.3213455;218;Ceuta;1720;['Spanish-Moroccan', 'Moroccan', 'Spanish'];Spanish-Moroccan Wars;Morocco;Spain;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p75;;
Ceutla1519;Mexico;17.5467564;-92.9928135;Clodfelter, p31;Ceutla;1519;;Spanish Conquest of Mexico;Spain;Maya;;;3;Land;;No;"Clodfelter, Warfare and Armed Conflict, p31. For location - ""Cortes: A Biography"", by Jim Hollingsworth";;
Ceva1796;Italy;44.3862535;8.0290794;218;Ceva;1796;['French', 'Millessimo', 'Italy', 'Austrian', 'French', 'French', 'Mondovi'];French Revolutionary Wars (1st Coalition);Austria, Sardinia;France;;;2;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p495;;
Cevo1768;Montenegro;42.5411;18.9172;218;Cevo;1768;['Venice', 'Montenegro', 'Ottoman', 'Danilograd'];Ottoman Invasions of Montenegro;Montenegro;Ottoman Empire;;;;Land;;No;;;
Ceylon1942;Sri Lanka;7.873054;80.771797;219;Ceylon;1942;['Japanese'];['World War II'];Japan;United Kingdom;;;2;Sea and Air;;No;;1;
Ceza1888;South Africa;-27.986;31.374;219;Ceza;1888;['Britain', 'Zululand', 'uSuthu', 'Zulus', 'Ceza', 'British', 'British', 'Ivuna'];Zulu Rebellion;Zulus;United Kingdom;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p207;;
Ch'ing-P'u1862;China;31.139997;121.0862093;Clodfelter, p229;Ch'ing-P'u;1862;;Taiping Rebellion;China, United Kingdom, France;Taiping;;;2;Land;;Battle followed by massacre;Clodfelter, Warfare and Armed Conflict, p229;;
Chacabuco1817;Chile;-32.992561;-70.6865647;219;Chacabuco;1817;['Santiago', 'Chile'];Chilean War of Independence;Chilean Rebels;Spain;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p577;;
Chacaltaya1814;Bolivia;-16.3471166;-68.1278182;219;Chacaltaya;1814;['Indian'];Peruvian War of Independence;Spain;Peruvian Rebels;;;;Land;;No;;;
Chaeronea-338;Greece;38.4948411;22.8443449;219;Chaeronea;-338;['Pagasae', 'Greece', 'Chaeronea', 'Athenians', 'Chares', 'Macedonian', 'Greece'];4th Sacred War;Macedonia;Athens, Thebes;;;3;Land;;No;A Global History of Pre Modern Warfare, Kaushik Roy, 2021, p84-85;;
Chaeronea-86;Greece;38.4948411;22.8443449;219;Chaeronea;-86;['Mithridates', 'Greece', 'Chareonea', 'Boeotia', 'Roman', 'Chaeronea', 'Chalcis', 'Boeotia'];1st Mithridatic War;Rome;Pontus;;;3;Land;;No;"Encyclopedia of Warfare, Showalter, 2014, p117; Harbottle's Dictionary of Battles, George Bruce, 1979, p62";;
Chahar Mahall1751;Iran;31.9909818;50.4100404;219;Chahar Mahall;1751;['Persian', 'Persia'];Persian Wars of Succession;Zand;Bakhtiyar;;;;Land;;No;;;
Chaidari1826;Greece;38.0052981;23.6642751;219;Chaidari;1826;['Ottoman', 'Acropolis'];Greek War of Independence;Ottoman Empire;Greek Rebels, France;;;;Land;;No;;;
Chakan1660;India;18.7602664;73.8630346;220;Chakan;1660;['Mughal', 'Kolhapur', 'Panhala', 'Poona'];Mughal-Maratha Wars;Mughal Empire;Marathas;;;;Land;;Battle followed by massacre;;;
Chaksana1788;India;27.1845827;77.6392939;220;Chaksana;1788;['Bharatpur'];Mughal-Maratha War of Ismail Beg;Draw;;Marathas;Rohillas, Ismail Beg;;Land;;No;;;
Chalainoerh1929;China;49.45;117.6978113;Clodfelter, p363;Chalainoer;1929;;Sino-Russian Border War;USSR;China;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p363;;
Chalcedon-74;Turkey;40.9811925;29.0280335;220;Chalcedon;-74;['Rome', 'Roman'];3rd Mithridatic War;Pontus;Rome;;;;Land and Sea;;No;;;
Chalchuapa1885;El Salvador;13.9896097;-89.6769193;220;Chalchuapa;1885;['Central American', 'Guatemala'];Central American National Wars;El Salvador;Guatemala, Honduras;;;1;Land;;No;Clodfelter, Warfare and Armed Conflict, p307;;
Chaldiran1514;Iran;39.0649837;44.3844679;220;Chaldiran;1514;['Turko', 'Anatolia', 'Turkish', 'Ottomans', 'Persians', 'Syria'];Turko-Persian War in Anatolia;Ottoman Empire;Safavid Iran;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p290;;
Chalgrove Field1643;United Kingdom;51.666818;-1.078599;220;Chalgrove Field;1643;['British', 'Oxford', 'Chiselhampton'];British Civil War;Royalists;Parliamentarians;;;1;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p391;;
Chalk Bluff1863;United States;37.0925672;-91.5194493;220;Chalk Bluff;1863;['Missouri'];American Civil War;Draw;;United States;Confederate States of America;;Land;;No;;;
Chalons273;France;48.956682;4.363073;221;Chalons;273;['Roman', 'Gaul', 'Gaul'];Roman Military Civil Wars;Emperor Aurelian;Governor Gaius Tetricus;;;;Land;;No;;;
Chalons366;France;48.956682;4.363073;221;Chalons;366;['Roman', 'Paris', 'Rhine', 'Alemanni'];Alemmanic Invasion of Gaul;Rome;Alemmani;;;;Land;;No;;;
Chalons451;France;48.956682;4.363073;221;Chalons;451;['Roman Empire', 'Gaul', 'Roman', 'Italy'];Hun Invasion of the Roman Empire;Rome;Huns;;;3;Land;;No;;;
Chalus1199;France;45.649832;0.979809;221;Chalus;1199;['Barons', 'Chalus'];French War of Richard I;Viscount Ademar;Richard I;;;;Land;;No;;;1
Chambly1775;Canada;45.4391627;-73.2902464;221;Chambly;1775;['Montreal', 'British', 'Canadian', 'American'];['y War of the  American Revolution'];United States;United Kingdom;;;1;Land;;No;1;;
Chamdo1950;China;31.143107;97.176301;Showalter, p871;Chamdo;1950;;Chinese Conquest of Tibet;China;Tibet;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p871;;
Chamkaur (1st)1704;India;30.8927397;76.4129198;221;Chamkaur (1st);1704;['the Upper Punjab', 'Sikh'];Mughal-Sikh Wars;Punjab;Mughal Empire;;;;Land;;No;;;
Chamkaur (2nd)1704;India;30.8927397;76.4129198;221;Chamkaur (2nd);1704;['Anandpur', 'the Upper Punjab'];Mughal-Sikh Wars;Mughal Empire;Sikhs;;;;Land;;No;;;
Chamorlu1413;Bulgaria;42.3232942;42.3232942;221;Chamorlu;1413;['Serbia', 'Serbian', 'Despot', 'Samokov'];Ottoman Civil Wars;Sultan Mehmed II;Musa Celebi;;;;Land;;No;;;
Champ Blanc1650;France;49.5002383;4.2864044;222;Champ Blanc;1650;['Mazarin', 'French', 'Spanish', 'Rheims', 'Royal', 'Turenne'];War of the 2nd Fronde;France;Frondeurs, Spain;;;;Land;;No;;;
Champa1281;Vietnam;13.5577338;108.779124;NA;Champa;1281;[];Mongol Wars of Kublai Khan;Champa;Mongols;;;;Land;;No;;;
Champagne1914;France;48.9168895;4.1514325;NA;Champagne;1914;[];World War I;Germany;France;;;4;Land;;No;Liddel Hart, the First World War. French attack force consisted of 27 divisions (over 400,000 men with 15,000 men per division);;
Champagne1915;France;48.7478005;3.5709588;222;Champagne;1915;['Generals Henri Petain', 'French', 'Rheims', 'Argonne', 'French'];['World War'];Germany;France;;;4;Land;CHM1915a;No;Clodfelter, Warfare and Armed Conflict, p394. A Military Atlas of the First World War, Arthur Banks, p136;;
Champaner1535;India;22.4844703;73.5314366;222;Champaner;1535;['Mughal', 'Mughal', 'India'];Mughal Conquest of Northern India;Mughal Empire;Gujarat;;;;Land;;No;;;
Champaubert1814;France;48.878621;3.776432;222;Champaubert;1814;['Napoleonic', 'French', 'Paris', 'Prussian-Russian', 'Bluchers'];Napoleonic Wars (French Campaign);France;Prussia, Russia;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p552;;
Champion Hill1863;United States;32.3501449;-90.5460747;222;Champion Hill;1863;['American', 'Vicksburg', 'Mississippi', 'Mississippi', 'Pemberton', 'Vicksburg'];American Civil War;United States;Confederate States of America;;;3;Land;;No;https://www.battlefields.org/learn/civil-war/battles/champion-hill;;
Champions-547;Greece;36.9679195;22.7614501;222;Champions;-547;['Cynuria', 'Argos', 'Laconia', 'Argives', 'Spartan'];Spartan-Argive Wars;Sparta;Argive;;;1;Land;;No;;;1
Champoton1517;Mexico;19.3471645;-90.7200237;223;Champoton;1517;['Spanish', 'Yucatan', 'Cuba', 'Mayan', 'Champoton'];Spanish Conquest of Yucatan;Mayans;Spain;;;;Land;;No;;;
Chancellorsville1863;United States;38.311165;-77.6522554;223;Chancellorsville;1863;['American', 'Virginia', 'Chancellorsville'];American Civil War;Confederate States of America;United States;;;3;Land;;No;https://www.battlefields.org/learn/civil-war/battles/chancellorsville;;
Chanda, Maharashtra1818;India;19.9402823;79.3126226;223;Chanda, Maharashtra;1818;['British', 'British', 'Chandrapur', 'Nagpur', 'Malegaon'];3rd British-Maratha War;United Kingdom;Marathas;;;1;Land;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p64. British force commanded by a Colonel, implying approximately 1,000 men. Maratha force stated to be 3,000;;
Chanda, Uttar Pradesh1857;India;26.0616592;82.305622;223;Chanda, Uttar Pradesh;1857;['Indian', 'British', 'Nepalese', 'Sultanpur'];Indian Mutiny;United Kingdom, Gurkhas;Indian Rebels;;;1;Land;;No;;;
Chanda, Uttar Pradesh1858;India;26.0616592;82.305622;223;Chanda, Uttar Pradesh;1858;['Indian', 'Oudh', 'Saraun', 'Nasratpur', 'Sultanpur'];Indian Mutiny;United Kingdom;Indian Rebels;;;;Land;;No;;;
Chanderi1858;India;24.7128343;78.1364889;223;Chanderi;1858;['Indian'];Indian Mutiny;United Kingdom;Indian Rebels;;;;Land;;No;;;
Chandernagore1757;India;22.8647723;88.36326;223;Chandernagore;1757;['India', 'French', 'British', 'French', 'Chandernagore', 'French', 'Bengal'];Seven Years War;United Kingdom;France;;;1;Land and Sea;;No;Harbottle's Dictionary of Battles, George Bruce, 1979, p64;;
Chandwar1194;India;26.3514642;79.252835;223;Chandwar;1194;['Muslim', 'Muslim', 'Delhi', 'the Kingdom of Kanauj'];Muslim Conquest of Northern India;Ghor;Kanauj;;;3;Land;;No;Warfare in Pre-British India, Kaushik Roy, 2015, p223;;
Chang-chia-wan1860;China;39.857215;116.6989853;Clodfelter, p232;Chang-chia-wan;1860;;2nd Opium War;United Kingdom, France;China;;;2;Land;;No;Clodfelter, Wafare and Armed Conflict, p232;;
Changan316;China;34.158997;108.906994;224;Changan;316;['Xian', 'China'];Wars of the Sixteen Kingdoms Era;Xiongnu Empire;Jin;;;;Land;;Battle followed by massacre;;;
Changan756;China;34.158997;108.906994;224;Changan;756;['Luoyang', 'Tang Imperial', 'Tongguan'];An Lushan Rebellion;Rebel An Lushan;Tang China;;;;Land;;No;;;
Changan763;China;34.158997;108.906994;224;Changan;763;['Luoyang', 'Tibet', 'Tibetans'];Later Tang Imperial Wars;Tibet;Tang China;;;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p176;;
Changban208;China;30.7047061;111.1569114;224;Changban;208;['Han', 'China', 'Hubei'];Wars of the Three Kingdoms;Han;Shu;;;;Land;;No;;;
Changchu1865;China;24.5108922;117.6072667;Clodfelter, p230;Changchu;1865;;Taiping Rebellion;China;Taiping;;;2;Land;;No;Clodfelter, Warfare and Armed Conflict, p230;;
Changchun1946;China;43.817071;125.323544;224;Changchun;1946;['Chinese', 'Soviet', 'Manchuria', 'Nationalist', 'Chinese', 'Changchun', 'Communist', 'Siping    '];3rd Chinese Revolutionary Wars;Chinese Communists;Chinese Nationalists;;;;Land;;No;;;
Changchun1948;China;43.817071;125.323544;224;Changchun;1948;['Chinese', 'Manchuria', 'Communist', 'Nationalist', 'Changchun', 'Siping'];3rd Chinese Revolutionary War;Chinese Communists;Chinese Nationalists;;;3;Land;;No;;;
Changde1943;China;29.031654;111.698784;224;Changde;1943;['China', 'Japanese', 'Hunan', 'Changde', 'American'];['World War II'];China;Japan;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p366;;
Changfukeng1938;North Korea;42.4486101;130.5993012;224;Changfukeng;1938;['Russo-Japanese', 'Russians', 'Tumen'];Russo-Japanese Wars;USSR;Japan;USSR;Japan;3;Land;;No;Encyclopedia of Warfare, Showalter, 2014, p800;;
Changlu29;China;36.5304241;118.6743114;225;Changlu;29;['Han', 'Kunyang', 'China', 'Han', 'China'];Wars of the Later Han;Han China;Warlords of Northern China;;;;Land;;No;;;
Changping-260;China;35.820152;112.7941399;225;Changping;-260;['China', 'Changping'];China's Era of the Warring States;Qin;Zhao;;;4;Land;;No;"Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Changping, Battle of'; For location, Spencer Tucker, A Global Chronology of Conflict, vol 1, p74";;
Changsha1852;China;28.228209;112.938814;225;Changsha;1852;['Hunan', 'Taiping', 'Changsha'];Taiping Rebellion;China;Taiping ;;;3;Land;;No;Clodfelter, Warfare and Armed Conflict, p227;;
Changsha1926;China;28.228209;112.938814;225;Changsha;1926;['Chinese', 'Nationalist', 'China'];1st Chinese Revolutionary War;Kuomintang;General Ye Kaixin;;;;Land;;No;;;
